Reference	ID	Tags	Quote	Occurrence	Question	Response
9:14	p40p	application			What did God tell Moses his name was?	God said he was **Yahweh**, which means ‘I AM WHO I AM.’ That means God always exists and does not depend on anyone else. He also said he was **the God of your ancestors Abraham, Isaac, and Jacob**. That means he is the same God that they worshiped hundreds of years before Moses. And he is the same God who made a lasting covenant with them.
9:14	mw5q	meaning			What did God say that his name was?	God told Moses that his name was **I AM WHO I AM** or **I AM** (See: [9:14](09/14)).
9:15	tgva	application			How did Moses respond when God told him to go to Pharaoh?	Moses was afraid and did not want to go. Even though he was raised as part of the royal family of Egypt, he was not sure he could do what God told him to do. But God was kind to him and sent Aaron to help him.
9:15	p7uk	meaning			Why did God send Aaron to help Moses?	Moses said he did not speak well, so God sent his brother Aaron to help him (See: [9:15](09/15)).
9:1-15	l3iu	summary				Even while the Israelites suffered as slaves in Egypt, God was blessing them. He was also preparing Moses to rescue them, even while Moses was only a baby. He guided what happened to Moses so that he could meet Moses in the wilderness and send him to rescue the Israelites. He told Moses that he was Yahweh, their God and the God who had promised their ancestors that he would continue to bless them and give them the land of Canaan.
10:1	aq82	meaning			How did Pharaoh respond when Moses told him that God wanted him to let the Israelites go?	Pharaoh not only refused to let the Israelites go, he also made work harder than before (See: [10:1](10/01)).
10:1	l1zr	application			Did God know that Pharaoh would not let the Israelites go when Moses asked him?	God already knew that Pharaoh would be stubborn and would not agree to let the Israelites go at first. However, he expected Moses and Aaron to tell Pharaoh what God had said and to wait for God to change Pharaoh’s mind.
10:2	zuou	meaning			What did God do to Egypt when Pharaoh refused to let the Israelites go?	God sent ten terrible plagues that caused the people of Egypt to suffer greatly and to even die (See: [10:2](10/02)).
10:2	b79q	application			Why did God send the ten plagues on Egypt?	God wanted to show Pharaoh and all the people in Egypt that Yahweh is more powerful than Pharaoh and all the gods of Egypt. Even the other nations would hear about how God had forced Pharaoh to obey him and let the people go.
10:2	bqos	application			Why did God send ten plagues instead of sending only the last plague?	God knew that the first nine plagues would not convince Pharaoh to obey him. However, those plagues showed all the people how powerful God was. When God had done that, he was ready to send the final plague to force Pharaoh to let the people go.
10:4	nxkg	meaning			How did Pharaoh respond to Moses when the frogs covered Egypt?	Pharaoh begged Moses to take away the frogs. However, he still did not let the Israelites go (See: [10:4](10/04)).
10:5	zkun	meaning			How did Pharaoh act deceitfully about the plague of the flies?	Pharaoh promised Moses that the Israelites could leave Egypt if Moses stopped the plague. But when Moses did that, Pharaoh changed his mind and did not let them go (See: [10:5](10/05)).
10:7	bl0x	meaning			How did God treat the Egyptians differently than the Israelites during the plague of the skin sores?	God caused the sores on the Egyptians, but not on the Israelites (See: [10:7](10/07)).
10:8-9	hhf8	meaning			How did Pharaoh again act deceitfully about the plague of the hail?	Pharaoh again promised Moses that the Israelites could leave Egypt if Moses stopped the plague of the hail (See: [10:8](10/08)). But after the hail stopped, Pharaoh again changed his mind and would not let them go (See: [10:9](10/09)).
10:2-11	ok3f	application			What kinds of things did God cause to be plagues on the Egyptians?	God used the normal things of Egypt to punish them. He turned the Nile River, animals, insects, and even the sun into plagues that caused them to suffer. The Egyptians used to worship all of these things as gods before the plagues happened.
10:11	ye2q	meaning			How did God again treat the Egyptians differently than the Israelites during the plague of the darkness?	God caused the darkness on the Egyptians, but there was light where the Israelites lived (See: [10:11](10/11)).
10:7-11	b05b	application			Why did God cause some of the plagues to happen only to the Egyptians, and not to the Israelites?	Through the plagues, God was showing the Egyptians and the Israelites that the Israelites belonged to him as his people. He protected the Israelites from many of the plagues so everyone would know that he was their God.
10:12	etm2	meaning			What did God decide to do to the Egyptians since Pharaoh refused to obey God after the first nine plagues?	God decided to send a final plague that would be worse than the other nine plagues. This one would cause Pharaoh to let the Israelites leave Egypt (See: [10:12](10/12)).
10:1-12	t0cy	summary				God knew that Pharaoh would be stubborn and would not easily let the Israelites leave Egypt. But God wanted to show that he was more powerful than Pharaoh or the gods of Egypt. Therefore, God sent nine plagues that punished the Egyptians for not obeying God. Each plague was more severe and caused the Egyptians to suffer more. During the plagues, God also protected the Israelites to show them that he was their God and that they were his people. Pharaoh continually refused to let the people go even as the Egyptians suffered from the plagues. However, God planned to send a final plague to force Pharaoh to obey him.
11:1	dbak	meaning			Who was God going to kill in this final plague?	He would kill the firstborn males of the Egyptian people and animals (See: [11:1](11/01)).
11:1	k5ov	meaning			God had already sent nine plagues on Egypt. Did Pharaoh now believe that God would send another plague?	No, Pharaoh did not believe God would kill the firstborn males even though God had already sent nine plagues (See: [11:1](11/01)).
11:1	k4rv	application			Why did Pharaoh not believe that God would kill the firstborn males in Egypt?	Pharaoh had every reason to believe that God would do what he said. God had already sent nine plagues, just as he said he would. However, Pharaoh did not want to lose his power, so he choose not to believe God or to obey him, despite all the evidence that God has shown to him.
